year,month,day,t,nee,gpp,reco,swc,ts,vpd,ta,par,rad,precip
2000,1,1,730486,1.331610,0.606110,1.937720,15.406000,5.054000,0.000000,5.278000,NaN,0.729670,1.970000
2000,1,2,730487,1.573490,0.515125,2.088620,15.706000,5.312000,0.000000,6.321000,NaN,0.775602,0.000000
2000,1,3,730488,2.081660,0.209928,2.291590,16.226000,5.965000,0.000233,7.702000,NaN,0.446036,3.940000
2000,1,4,730489,1.785920,0.239698,2.025620,16.399000,5.940000,0.014149,5.886000,NaN,0.346397,13.002000
2000,1,5,730490,0.078795,1.670080,1.748880,16.127000,5.154000,0.121905,3.880000,NaN,3.555618,0.197000
2000,1,6,730491,0.462440,1.640430,2.102870,15.774000,5.163000,0.128790,6.398000,NaN,1.461026,1.970000
2000,1,7,730492,1.087220,1.001470,2.088700,15.532000,5.792000,0.223674,6.125000,NaN,1.653811,0.000000
2000,1,8,730493,1.859580,0.199590,2.059170,15.419000,5.675000,0.137786,5.355000,NaN,0.561933,1.379000
2000,1,9,730494,0.108460,1.538090,1.646550,15.442000,4.696000,0.014004,2.012000,NaN,3.778604,0.197000
2000,1,10,730495,0.308804,0.990271,1.299080,16.462000,3.969000,0.000000,-0.947000,NaN,3.920594,0.000000
2000,1,11,730496,0.244102,1.306840,1.550940,16.799000,3.675000,0.197520,0.724000,NaN,3.677701,0.000000
2000,1,12,730497,-0.298096,1.829540,1.531440,16.328000,3.587000,0.378283,0.435000,NaN,3.595333,0.197000
2000,1,13,730498,0.378189,1.266190,1.644380,16.062000,3.613000,0.833544,1.674000,NaN,2.311690,0.000000
2000,1,14,730499,0.959415,0.645213,1.604630,16.715000,4.067000,0.000000,2.041000,NaN,1.027948,0.394000
2000,1,15,730500,0.256743,1.324720,1.581470,16.416000,4.344000,0.274938,2.553000,NaN,2.575246,0.000000
2000,1,16,730501,0.903298,0.833446,1.736740,16.198000,4.450000,0.000000,4.392000,NaN,1.109625,1.773000
2000,1,17,730502,1.212490,0.716120,1.928610,16.780000,5.123000,0.000406,6.132000,NaN,0.961682,1.379000
2000,1,18,730503,1.054520,0.831162,1.885690,16.270000,5.338000,0.793110,6.023000,NaN,2.046404,1.576000
2000,1,19,730504,0.577423,1.000500,1.577930,16.289000,4.965000,0.699401,3.754000,NaN,1.501643,0.000000
2000,1,20,730505,1.192360,0.461285,1.653640,16.934000,4.727000,0.167335,4.206000,NaN,0.834694,2.955000
2000,1,21,730506,0.692344,1.026570,1.718910,16.758000,4.998000,0.154380,4.419000,NaN,2.259617,2.561000
2000,1,22,730507,0.417132,1.252520,1.669650,16.716000,4.821000,0.042702,3.761000,NaN,2.254761,3.349000
2000,1,23,730508,0.998941,0.285007,1.283950,16.864000,4.515000,0.224379,0.215000,NaN,1.123067,0.394000
2000,1,24,730509,0.620955,0.263135,0.884090,16.403000,3.429000,0.645896,-3.970000,NaN,6.542963,0.000000
2000,1,25,730510,-0.137410,1.433760,1.296350,16.432000,2.913000,0.474522,-0.399000,NaN,4.834912,0.000000
2000,1,26,730511,0.428044,1.153050,1.581100,16.106000,2.827000,0.086508,1.374000,NaN,2.804094,0.197000
2000,1,27,730512,1.194750,0.498566,1.693320,15.914000,2.883000,0.281091,1.711000,NaN,0.841732,0.000000
2000,1,28,730513,1.002470,0.834573,1.837040,16.893000,3.291000,0.288022,2.120000,NaN,1.197686,0.788000
2000,1,29,730514,2.697360,0.226379,2.923740,17.641000,4.467000,0.317726,8.086000,NaN,0.515317,13.593000
2000,1,30,730515,1.546270,1.357510,2.903780,16.990000,5.119000,0.864163,8.001000,NaN,1.395475,4.728000
2000,1,31,730516,2.385110,0.754192,3.139300,17.268000,5.748000,0.491459,9.267000,NaN,1.676961,1.773000
2000,2,1,730517,1.498310,1.509180,3.007490,16.520000,5.987000,1.048084,8.677000,NaN,2.879782,1.182000
2000,2,2,730518,0.998817,1.597960,2.596780,16.020000,5.831000,0.508595,6.733000,NaN,4.556661,6.501000
2000,2,3,730519,0.662860,1.770870,2.433730,15.793000,5.392000,0.546905,6.084000,NaN,3.565690,0.000000
2000,2,4,730520,1.775460,0.705846,2.481310,15.605000,5.483000,0.040454,6.663000,NaN,0.846778,6.895000
2000,2,5,730521,0.016384,2.646370,2.662760,15.718000,5.817000,1.670127,7.984000,NaN,5.729519,0.000000
2000,2,6,730522,0.957201,1.541720,2.498920,16.906000,5.621000,0.803635,7.286000,NaN,1.590781,0.591000
2000,2,7,730523,0.662906,1.778340,2.441250,15.921000,5.948000,0.314192,7.170000,NaN,4.120432,8.865000
2000,2,8,730524,2.306310,0.271160,2.577470,15.585000,6.023000,1.121546,8.218000,NaN,0.933379,7.683000
2000,2,9,730525,0.605291,1.572430,2.177720,15.457000,5.546000,1.721446,5.936000,NaN,2.800359,0.591000
2000,2,10,730526,0.477772,1.618740,2.096510,15.708000,5.373000,0.736929,5.399000,NaN,2.867035,10.638000
2000,2,11,730527,-1.056110,2.890380,1.834270,16.850000,4.776000,0.550635,3.550000,NaN,7.917811,0.197000
2000,2,12,730528,0.682499,1.191430,1.873930,16.626000,4.592000,0.289273,3.887000,NaN,3.096051,5.122000
2000,2,13,730529,-0.311915,2.306310,1.994400,17.200000,4.675000,0.764518,4.670000,NaN,5.492462,0.197000
2000,2,14,730530,-0.732544,2.548550,1.816000,16.321000,4.319000,0.684853,3.360000,NaN,5.501549,1.773000
